,datetime,symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2023-06-01,AMD,117.29000091552734,121.27999877929688,116.5999984741211,119.47000122070312,66032900.0,0.0,0.0
1,2023-06-02,AMD,120.75,121.66000366210938,117.68000030517578,117.86000061035156,52331100.0,0.0,0.0
2,2023-06-05,AMD,116.58999633789062,119.31999969482422,116.41999816894533,117.93000030517578,52602900.0,0.0,0.0
3,2023-06-06,AMD,117.91000366210938,124.41999816894533,117.73999786376952,124.2300033569336,75257500.0,0.0,0.0
4,2023-06-07,AMD,124.02999877929688,125.33999633789062,117.06999969482422,117.83000183105467,81755200.0,0.0,0.0
5,2023-06-08,AMD,118.3000030517578,122.20999908447266,117.0500030517578,121.0500030517578,65246900.0,0.0,0.0
6,2023-06-09,AMD,123.56999969482422,127.25,123.5500030517578,124.91999816894533,75051600.0,0.0,0.0
7,2023-06-12,AMD,128.52000427246094,130.47999572753906,126.4000015258789,129.19000244140625,85394700.0,0.0,0.0
8,2023-06-13,AMD,132.32000732421875,132.8300018310547,122.4499969482422,124.52999877929688,132461900.0,0.0,0.0
9,2023-06-14,AMD,126.52999877929688,127.7300033569336,123.80999755859376,127.33000183105467,95888100.0,0.0,0.0
10,2023-06-15,AMD,125.38999938964844,125.6999969482422,122.26000213623048,124.23999786376952,85587100.0,0.0,0.0
11,2023-06-16,AMD,125.81999969482422,125.8499984741211,119.9000015258789,120.08000183105467,81846900.0,0.0,0.0
12,2023-06-20,AMD,119.08999633789062,121.75,117.6999969482422,118.93000030517578,58851800.0,0.0,0.0
13,2023-06-21,AMD,118.48999786376952,119.19000244140624,111.66999816894533,112.11000061035156,82835600.0,0.0,0.0
14,2023-06-22,AMD,112.23999786376952,114.0,109.8499984741211,110.6999969482422,70754800.0,0.0,0.0
15,2023-06-23,AMD,109.30999755859376,111.0999984741211,107.45999908447266,110.01000213623048,73545600.0,0.0,0.0
16,2023-06-26,AMD,110.9499969482422,112.5500030517578,107.1999969482422,107.51000213623048,68557000.0,0.0,0.0
17,2023-06-27,AMD,108.56999969482422,110.97000122070312,107.08000183105467,110.38999938964844,59381600.0,0.0,0.0
18,2023-06-28,AMD,108.20999908447266,111.77999877929688,107.62999725341795,110.16999816894533,67534100.0,0.0,0.0
19,2023-06-29,AMD,112.06999969482422,112.76000213623048,109.83999633789062,111.23999786376952,58347200.0,0.0,0.0
20,2023-06-30,AMD,113.02999877929688,114.69000244140624,112.41000366210938,113.91000366210938,53331900.0,0.0,0.0
21,2023-07-03,AMD,115.16000366210938,116.7300033569336,114.51000213623048,115.81999969482422,31860000.0,0.0,0.0
22,2023-07-05,AMD,116.0999984741211,117.66000366210938,113.86000061035156,113.9499969482422,49501600.0,0.0,0.0
23,2023-07-06,AMD,112.06999969482422,113.79000091552734,110.30999755859376,113.4800033569336,42342000.0,0.0,0.0
24,2023-07-07,AMD,114.16000366210938,115.33000183105467,113.04000091552734,113.16999816894533,37135100.0,0.0,0.0
25,2023-07-10,AMD,113.0,113.61000061035156,109.87999725341795,113.58000183105467,49330200.0,0.0,0.0
26,2023-07-11,AMD,111.66000366210938,113.2699966430664,109.5,111.31999969482422,59899500.0,0.0,0.0
27,2023-07-12,AMD,112.88999938964844,115.4000015258789,112.30999755859376,114.58000183105467,57993100.0,0.0,0.0
28,2023-07-13,AMD,115.76000213623048,116.16000366210938,113.58000183105467,115.91999816894533,49206700.0,0.0,0.0
29,2023-07-14,AMD,116.16999816894533,122.12000274658205,115.25,115.94000244140624,91847300.0,0.0,0.0
30,2023-07-17,AMD,115.9499969482422,118.83999633789062,112.7300033569336,118.31999969482422,68593300.0,0.0,0.0
31,2023-07-18,AMD,117.5500030517578,118.43000030517578,115.19000244140624,117.93000030517578,57980100.0,0.0,0.0
32,2023-07-19,AMD,121.3000030517578,121.66999816894533,115.5500030517578,116.43000030517578,70363100.0,0.0,0.0
33,2023-07-20,AMD,114.95999908447266,115.0500030517578,109.23999786376952,110.25,76340400.0,0.0,0.0
34,2023-07-21,AMD,110.97000122070312,112.3000030517578,109.54000091552734,110.9499969482422,76778100.0,0.0,0.0
35,2023-07-24,AMD,110.62000274658205,111.30999755859376,108.5500030517578,110.61000061035156,45583600.0,0.0,0.0
36,2023-07-25,AMD,111.13999938964844,114.0500030517578,111.0,113.0,44916300.0,0.0,0.0
37,2023-07-26,AMD,111.91000366210938,112.36000061035156,109.3000030517578,110.08999633789062,51721700.0,0.0,0.0
38,2023-07-27,AMD,111.79000091552734,115.08000183105467,110.51000213623048,111.0999984741211,70678000.0,0.0,0.0
39,2023-07-28,AMD,113.37999725341795,114.86000061035156,112.44000244140624,112.95999908447266,55526000.0,0.0,0.0
40,2023-07-31,AMD,114.16000366210938,114.68000030517578,112.3499984741211,114.4000015258789,54187300.0,0.0,0.0
41,2023-08-01,AMD,114.26000213623048,118.19000244140624,113.16000366210938,117.5999984741211,95279300.0,0.0,0.0
42,2023-08-02,AMD,119.48999786376952,119.5,107.37999725341795,109.3499984741211,173372000.0,0.0,0.0
43,2023-08-03,AMD,108.9499969482422,114.95999908447266,108.9499969482422,113.1500015258789,90605400.0,0.0,0.0
44,2023-08-04,AMD,114.4800033569336,118.8499984741211,113.95999908447266,115.81999969482422,83083100.0,0.0,0.0
45,2023-08-07,AMD,116.36000061035156,119.08000183105467,115.48999786376952,116.80999755859376,65854800.0,0.0,0.0
46,2023-08-08,AMD,114.94000244140624,115.45999908447266,111.41000366210938,113.2300033569336,54141800.0,0.0,0.0
47,2023-08-09,AMD,112.88999938964844,113.1500015258789,108.77999877929688,110.47000122070312,56257100.0,0.0,0.0
